epoch,train_loss,val_loss,train_acc,val_acc
1,0.6733815320900508,0.7483407448638569,76.71428571428571,80.51948051948052
2,0.44220879103456223,0.36568348941864903,84.85714285714286,88.31168831168831
3,0.33492944955825804,0.12421614879911597,89.0,97.40259740259741
4,0.27262482132230487,0.27269570011790695,91.28571428571429,89.6103896103896
5,0.19754770108631678,0.20861351373907808,93.71428571428571,90.9090909090909
6,0.1814998203090259,0.0814419089114995,95.0,96.1038961038961
7,0.18991128478731428,0.060968382695278565,94.57142857142857,100.0
8,0.1899488742010934,0.2539839878581561,94.42857142857143,92.20779220779221
9,0.11987831839493343,0.0809708985669369,95.71428571428571,96.1038961038961
10,0.1047647967508861,0.22938271263590107,96.71428571428571,93.50649350649351
11,0.14496630059821264,0.09889077085566211,96.28571428571429,96.1038961038961
12,0.12286717823573522,0.2274335757224494,95.28571428571429,94.8051948051948
13,0.11988996571728161,0.06109676086767153,96.14285714285714,94.8051948051948
14,0.10340432392699378,0.10682568172984697,96.28571428571429,94.8051948051948
15,0.12731769365923745,0.20186078021085108,96.14285714285714,93.50649350649351
16,0.07456211363630635,0.030439328963190994,96.57142857142857,98.7012987012987
17,0.1177195176907948,0.03193014981104182,95.85714285714286,98.7012987012987
18,0.18327533279146466,0.28394280133962435,94.57142857142857,94.8051948051948
19,0.12624276701893125,0.07373015193099325,95.42857142857143,98.7012987012987
20,0.11192103402955192,0.07969283707860961,96.42857142857143,96.1038961038961
21,0.12269539620195116,0.14069439258914768,95.42857142857143,94.8051948051948
22,0.15593717319624764,0.19520641727880997,94.71428571428571,94.8051948051948
23,0.1460266823215144,0.21259025683892624,95.42857142857143,93.50649350649351
24,0.1043770999780723,0.3808571530880963,96.42857142857143,92.20779220779221
25,0.11860530157174383,0.09364482080684854,96.71428571428571,94.8051948051948
26,0.07667674447808946,0.1786188766747326,97.85714285714286,96.1038961038961
27,0.11406168516193117,0.11446007520153925,96.28571428571429,94.8051948051948
28,0.06625792259616511,0.10708739065456313,97.71428571428571,96.1038961038961
29,0.04039065160921642,0.018385485263674388,99.0,100.0
30,0.04531570913536208,0.044530087905065095,98.71428571428571,98.7012987012987
